,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
479,0,77,0,0,3,4,2,1,4,5,'M',0,6,6,38.5,1.5,2.0,0,2,0,0,0,0,1,0,1,0,0,1,0,"'Could do the work easily if he tried a bit harder.'. No Comment .'Poor test scores.'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor class attendance.'Could do the work easily if he tried a bit harder.'."
480,77,80,3,3,2,4,12,3,6,5,'F',0,18,8,78.5,2.5,3.5,0,2,0,0,1,0,1,1,0,1,0,0,0,"'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Incomplete homework. No Comment .'Conscientious about classroom responsibilities.'Poor test scores."
481,80,83,3,4,3,2,0,1,0,3,'F',0,0,4,81.5,3.0,3.0,0,0,1,0,1,3,1,0,0,0,0,0,0,'Inattentiveness in class.'Unprepared for class.'Poor test scores.'Inattentiveness in class. No Comment . No Comment .'Inattentiveness in class.'Inattentiveness in class.
482,0,74,0,0,1,1,0,0,10,9,'F',0,10,9,37.0,0.5,0.5,0,2,1,0,0,0,1,1,0,1,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Incomplete work. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Incomplete homework."
483,75,70,0,0,0,0,28,3,27,12,'M',0,55,15,72.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
484,79,79,1,3,0,0,5,0,4,1,'M',0,9,1,79.0,0.5,1.5,0,2,0,0,0,1,0,1,0,2,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Conscientious about classroom responsibilities. No Comment .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort ."
485,82,89,2,0,3,3,0,0,0,0,'F',0,0,0,85.5,2.5,1.5,2,2,0,0,0,0,0,1,0,0,0,0,0," No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment ."
486,76,82,3,4,3,4,3,3,1,2,'M',0,4,5,79.0,3.0,4.0,1,3,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Can do better'.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
487,72,64,1,2,0,0,5,22,5,8,'M',0,10,30,68.0,0.5,1.0,0,1,0,0,0,2,1,0,0,0,0,0,0," No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Poor test scores. No Comment .'Inattentiveness in class. No Comment ."
488,74,72,1,1,0,0,7,4,2,10,'M',0,9,14,73.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
489,0,83,0,0,1,0,0,0,2,0,'M',0,2,0,41.5,0.5,0.0,1,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
490,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
491,82,85,2,4,1,4,10,0,5,2,'F',0,15,2,83.5,1.5,4.0,1,4,0,1,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
492,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,2,0,1,0,0,0,2,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor class attendance.'Conscientious about classroom responsibilities. No Comment .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
493,75,84,2,3,3,3,1,0,2,0,'M',0,3,0,79.5,2.5,3.0,2,2,0,2,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort.'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
494,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,1,2,0,0,0,0,1,2,0,0,0,0,0," No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment ."
495,86,82,0,0,0,0,9,0,8,4,'M',0,17,4,84.0,0.0,0.0,0,5,0,1,0,0,0,0,1,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
496,75,76,2,3,2,3,5,5,6,5,'M',0,11,10,75.5,2.0,3.0,0,1,1,0,1,0,1,0,0,2,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Unprepared for class.'Poor test scores. No Comment .'Incomplete homework.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
497,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
498,0,0,1,1,1,1,0,0,0,0,'M',0,0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
499,77,82,3,4,0,0,2,2,5,0,'F',0,7,2,79.5,1.5,2.0,1,1,0,0,0,0,0,1,0,0,1,2,0,"'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Conscientious about classroom responsibilities.'Poor class attendance. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Demonstrates above average ability, motivation and attitude in this class."
500,74,82,3,3,2,3,3,0,4,4,'F',0,7,4,78.0,2.5,3.0,0,3,0,0,0,0,1,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
501,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,0,2,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested. No Comment .'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
502,74,80,2,3,2,4,5,2,4,10,'F',0,9,12,77.0,2.0,3.5,0,5,0,0,0,0,0,1,0,0,0,0,0,"'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities."
503,83,77,1,2,2,1,5,0,3,1,'M',0,8,1,80.0,1.5,1.5,0,1,1,0,0,2,0,1,0,0,1,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Conscientious about classroom responsibilities.'Parent conference requested. No Comment .'Poor class attendance.'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort ."
504,74,80,4,5,4,5,6,2,7,19,'M',0,13,21,77.0,4.0,5.0,2,4,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
505,85,77,3,2,4,1,2,1,4,3,'M',0,6,4,81.0,3.5,1.5,0,2,1,0,0,1,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class.'Some date Student has a number of missing assignments, one of which was a project. This has brought his grade down a lot. He has shown improvements in the areas of attention and classwork, and has been participating meaningfully. However, he needs to do the homework and get it handed in. He is a great kid, and very bright, but his work habits, and his attitude towards work, need to improve quite a bit.'.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
506,80,78,4,5,4,4,8,0,5,2,'F',0,13,2,79.0,4.0,4.5,0,1,0,1,0,0,1,1,0,1,0,0,0,"'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Incomplete homework. No Comment .'Demonstrates outstanding effort."
507,0,64,2,2,0,0,17,13,17,16,'M',0,34,29,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
508,78,81,3,1,4,1,4,0,3,1,'F',0,7,1,79.5,3.5,1.0,1,2,0,0,0,0,0,2,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities."
509,81,80,3,4,3,4,3,4,5,8,'F',0,8,12,80.5,3.0,4.0,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
510,0,0,0,0,0,0,4,0,0,0,'M',0,4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
511,80,81,4,4,4,1,8,30,3,24,'F',0,11,54,80.5,4.0,2.5,0,3,0,0,0,1,0,0,0,0,1,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested. No Comment .'Inattentiveness in class. No Comment ."
512,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,1,1,0,0,"'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort. No Comment . No Comment .'Incomplete homework.'Parent conference requested."
513,74,73,2,4,1,3,13,22,10,23,'F',0,23,45,73.5,1.5,3.5,0,1,1,0,0,0,1,0,0,1,0,1,0,"'Needs to participate more in class'.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Poor test scores.'Poor class attendance. No Comment .'Incomplete work.'Needs to participate more in class'."
514,82,88,2,1,3,1,0,0,0,0,'F',0,0,0,85.0,2.5,1.0,1,3,1,0,0,0,0,1,0,0,0,0,0," No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Incomplete work. No Comment ."
515,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
516,84,83,2,1,2,2,0,0,4,0,'F',0,4,0,83.5,2.0,1.5,1,3,1,1,0,0,0,0,0,0,0,0,0," No Comment .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Incomplete work. No Comment ."
517,72,67,2,3,0,0,8,23,3,10,'M',0,11,33,69.5,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
518,77,81,2,3,2,2,8,0,0,0,'M',0,8,0,79.0,2.0,2.5,0,3,0,1,0,0,1,0,0,1,0,0,0,"'Incomplete homework.'Poor test scores.'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete homework."
519,83,80,4,4,4,4,1,0,2,5,'M',0,3,5,81.5,4.0,4.0,0,6,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
520,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment .'Student brought this average when he came to our class towards the end of MP two.'. No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
521,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,3,4,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class."
522,82,84,2,2,1,1,11,3,9,4,'F',0,20,7,83.0,1.5,1.5,0,3,0,0,0,0,1,1,0,0,0,0,0," No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
523,80,81,4,4,1,4,0,0,1,3,'M',0,1,3,80.5,2.5,4.0,2,3,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
524,76,79,4,4,4,4,1,0,0,2,'M',0,1,2,77.5,4.0,4.0,0,4,0,0,0,1,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
525,80,83,3,4,2,4,4,0,3,0,'M',0,7,0,81.5,2.5,4.0,2,3,0,0,1,0,0,1,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Demonstrates above average ability, motivation and attitude in this class."
526,74,77,2,4,3,4,7,0,2,2,'F',0,9,2,75.5,2.5,4.0,0,5,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
527,0,0,1,1,1,1,19,11,0,0,'M',0,19,11,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
528,76,82,4,5,4,5,13,53,15,15,'M',0,28,68,79.0,4.0,5.0,0,4,0,1,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
529,67,70,2,2,2,1,3,1,9,3,'M',0,12,4,68.5,2.0,1.5,0,1,1,0,1,0,2,0,0,0,0,0,0,"'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Unprepared for class.'Poor test scores. No Comment .'Incomplete work.'Poor test scores."
530,76,79,2,3,1,5,12,0,13,0,'F',0,25,0,77.5,1.5,4.0,0,4,1,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor test scores.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
531,78,0,3,4,0,0,2,5,1,7,'F',0,3,12,39.0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
532,75,76,2,4,2,4,9,2,6,4,'F',0,15,6,75.5,2.0,4.0,0,4,0,1,0,0,1,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort."
533,77,80,3,5,4,4,9,9,6,16,'M',0,15,25,78.5,3.5,4.5,0,2,0,0,0,3,0,0,0,0,0,0,0,"'Can do better'. No Comment .'Inattentiveness in class.'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Can do better'."
534,80,82,3,4,4,4,14,7,11,16,'M',0,25,23,81.0,3.5,4.0,1,1,0,0,0,0,0,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Can do better'.'Needs to participate more in class'. No Comment .'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
535,70,81,2,2,4,3,2,0,1,0,'M',0,3,0,75.5,3.0,2.5,0,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
536,77,80,2,1,0,0,9,4,6,15,'M',0,15,19,78.5,1.0,0.5,1,3,1,0,0,1,0,0,0,1,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Demonstrates above average ability, motivation and attitude in this class."
537,78,80,3,4,3,3,5,5,4,4,'F',0,9,9,79.0,3.0,3.5,0,1,0,0,0,1,0,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class. No Comment . No Comment . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
538,75,78,1,2,1,2,8,0,8,2,'M',0,16,2,76.5,1.0,2.0,0,2,0,0,2,1,1,0,0,1,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Inattentiveness in class.'Poor test scores. No Comment .'Unprepared for class.'Incomplete homework."
539,71,85,2,4,2,1,15,2,4,2,'F',0,19,4,78.0,2.0,2.5,1,3,0,0,0,0,0,1,0,0,0,0,0,"'Needs to participate more in class'.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Needs to participate more in class'."
540,78,79,2,4,3,4,9,9,8,19,'F',0,17,28,78.5,2.5,4.0,0,3,1,1,0,0,0,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us..'Demonstrates outstanding effort."
541,77,81,4,4,4,4,4,0,4,10,'F',0,8,10,79.0,4.0,4.0,2,2,0,2,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort.'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
542,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,1,2,1,0,0,0,0,1,0,0,0,1,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete work.'Poor class attendance.'Goofing off too much in class.'.'Conscientious about classroom responsibilities."
543,77,80,2,3,3,4,10,0,12,0,'M',0,22,0,78.5,2.5,3.5,0,1,1,0,1,0,1,1,0,0,1,0,0,"'Poor test scores.'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Unprepared for class. No Comment .'Poor test scores."
544,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,4,1,1,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
545,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class."
546,84,86,3,5,4,4,2,0,0,1,'M',0,2,1,85.0,3.5,4.5,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
547,81,83,3,2,3,1,15,5,1,0,'M',0,16,5,82.0,3.0,1.5,0,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
548,80,88,4,5,4,4,2,0,0,1,'F',0,2,1,84.0,4.0,4.5,2,4,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Needs to participate more in class'.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
549,73,77,3,3,3,3,15,5,16,11,'M',0,31,16,75.0,3.0,3.0,0,2,2,0,0,0,0,0,1,0,0,0,0,"'Improvement noted.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete work.'Some date Student was missing many assignments this marking period. He never completed one project (Timeline), and the other one was so late it received only thirty points. He also never handed in a writing piece that was worth a test grade.'.'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted."
550,85,88,4,4,4,5,5,0,2,4,'F',0,7,4,86.5,4.0,4.5,1,4,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Needs to participate more in class'.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
