,student_ids,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target
445,156193,0,80,0,0,4,0,0,0,8,1,'M','Conscientious about classroom responsibilities--','','','Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Conscientious about classroom responsibilities--',,0
446,117862,81,86,3,4,3,4,4,2,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
447,159461,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--','Incomplete work. A missing project- El folleto turístico.','Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Poor test scores--',"'Demonstrates above average ability, motivation and attitude in this class--'",,0
448,153766,70,73,1,0,1,1,7,0,9,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work. A missing project- El folleto turístico.','Conscientious about classroom responsibilities--',,0
449,117667,74,81,2,3,3,4,3,1,2,2,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
450,122270,0,79,0,0,2,4,0,0,2,4,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Can do better',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work/homework/ projects--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
451,147070,89,89,3,4,4,4,6,1,7,0,'F','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0
452,118188,78,79,2,1,1,1,5,18,31,26,'M','HI','','','','Poor class attendance--','','HI',,0
453,117769,67,70,2,2,3,2,6,0,37,4,'F','Student has missed most of the second marking period.','','Poor class attendance--','Inattentiveness in class--','','Poor class attendance--','Poor class attendance--','Unprepared for class--',0
454,117708,72,77,1,2,1,2,1,1,0,10,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Poor test scores--','Demonstrates outstanding effort--','Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
455,116752,0,77,0,0,0,0,0,1,8,6,'M','','','','','','','','',0
456,118101,80,80,2,4,2,3,2,14,10,19,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
457,155173,0,80,0,0,2,3,0,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Can do better','',0
458,159350,0,61,0,0,0,0,0,0,0,0,'M','',"'Demonstrates above average ability, motivation and attitude in this class--'",'Parent conference requested--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Improvement noted--',,0
459,145222,75,82,3,2,2,4,3,3,12,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',0
460,154161,76,81,1,0,1,1,0,0,2,0,'M','Conscientious about classroom responsibilities--','Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--','','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
461,146132,83,84,3,1,4,3,13,0,14,3,'M','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Conscientious about classroom responsibilities--','Incomplete work--IXL',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
462,159261,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
463,115425,81,85,4,4,4,3,1,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
464,153270,79,81,3,4,2,3,13,7,8,12,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
465,118393,74,80,3,4,4,4,3,3,2,3,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'','',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
466,115426,84,84,2,4,2,4,4,1,2,3,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
467,126688,63,76,2,4,2,4,5,3,8,8,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
468,149074,0,78,0,0,1,1,5,1,10,1,'M','','','','','','',,,0
469,117920,75,74,4,4,5,4,5,9,7,32,'M','Inattentiveness in class--','Incomplete work--','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','',0
470,157366,0,80,0,0,1,3,0,0,2,9,'M','Poor class attendance--','Poor test scores--','Unprepared for class--','','Conscientious about classroom responsibilities--','Unprepared for class--','','',0
471,125660,71,77,2,3,2,2,6,8,11,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'','Poor test scores--','','',0
472,117749,79,80,3,3,4,4,8,4,10,12,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'Poor test scores--','','Unprepared for class--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',0
473,139759,0,83,0,0,2,2,0,0,3,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Inattentiveness in class--','Poor test scores--',0
474,118499,76,82,4,4,4,4,9,10,2,19,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'','',0
475,159047,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Incomplete work/homework/ projects--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
476,115772,78,81,3,4,2,4,2,2,6,4,'M','Improvement noted--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Unprepared for class--',0
477,135744,78,81,4,4,4,4,2,2,2,6,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--',0
478,160607,0,0,0,0,0,0,0,0,0,0,'F','','','','','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
479,114355,0,77,0,0,3,4,2,1,4,5,'M','Could do the work easily if he tried a bit harder.','','Poor test scores--','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
480,150508,77,80,3,3,2,4,12,3,6,5,'F','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete homework--','','Conscientious about classroom responsibilities--','',0
481,118934,80,83,3,4,3,2,0,1,0,3,'F','Inattentiveness in class--','Unprepared for class--','Poor test scores--','Inattentiveness in class--','','','Inattentiveness in class--','Incomplete work--',0
482,155900,0,74,0,0,1,1,0,0,10,9,'F','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Incomplete work--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',,0
483,115887,75,70,0,0,0,0,28,3,27,12,'M','','','','','','',,,0
484,117343,79,79,1,3,0,0,5,0,4,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Conscientious about classroom responsibilities--','','Incomplete homework--','Inattentiveness in class--',0
485,154659,82,89,2,0,3,3,0,0,0,0,'F','',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',,0
486,126613,76,82,3,4,3,4,3,3,1,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Can do better',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0
487,115438,72,64,1,2,0,0,5,22,5,8,'M','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Poor test scores--','','Inattentiveness in class--','',0
488,113456,74,72,1,1,0,0,7,4,2,10,'M','','','','','','','','',0
489,155948,0,83,0,0,1,0,0,0,2,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",,0
490,158336,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'',0
491,115802,82,85,2,4,1,4,10,0,5,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',0
492,159356,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Conscientious about classroom responsibilities--','','Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
493,137867,75,84,2,3,3,3,1,0,2,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--','Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--',0
494,159453,0,0,0,0,0,0,0,0,0,0,'M','','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Conscientious about classroom responsibilities--',0
495,117604,86,82,0,0,0,0,9,0,8,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
496,117605,75,76,2,3,2,3,5,5,6,5,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Unprepared for class--','Poor test scores--','','Incomplete homework--','Incomplete work--','Incomplete homework--',0
497,160665,0,0,0,0,0,0,0,0,0,0,'F','','','','','','','',,0
498,123149,0,0,1,1,1,1,0,0,0,0,'M','','','','','',,,,0
499,118154,77,82,3,4,0,0,2,2,5,0,'F',"'Demonstrates above average ability, motivation and attitude in this class--'",'','Conscientious about classroom responsibilities--','Poor class attendance--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Poor class attendance--',0
500,117841,74,82,3,3,2,3,3,0,4,4,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
501,118966,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','','Conscientious about classroom responsibilities--','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
502,117609,74,80,2,3,2,4,5,2,4,10,'F','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
503,116729,83,77,1,2,2,1,5,0,3,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Conscientious about classroom responsibilities--','Parent conference requested--','','Poor class attendance--','Inattentiveness in class--','Inattentiveness in class--',0
504,117687,74,80,4,5,4,5,6,2,7,19,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
505,118347,85,77,3,2,4,1,2,1,4,3,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--',"'12/12/19 Robert has a number of missing assignments, one of which was a project. This has brought his grade down a lot. He has shown improvements in the areas of attention and classwork, and has been participating meaningfully. However, he needs to do the homework and get it handed in. He is a great kid, and very bright, but his work habits, and his attitude towards work, need to improve quite a bit.'",'Incomplete work--','Incomplete homework--',0
506,153094,80,78,4,5,4,4,8,0,5,2,'F','Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--','Incomplete homework--','','Poor test scores--',0
507,123858,0,64,2,2,0,0,17,13,17,16,'M','','','','','','','','',0
508,146760,78,81,3,1,4,1,4,0,3,1,'F','Conscientious about classroom responsibilities--','Conscientious about classroom responsibilities--','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",,0
509,116046,81,80,3,4,3,4,3,4,5,8,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
510,150819,0,0,0,0,0,0,4,0,0,0,'M','','','','','','','',,0
511,119503,80,81,4,4,4,1,8,30,3,24,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','','Inattentiveness in class--','',0
512,114515,0,0,0,0,0,0,0,0,0,0,'M','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--','','','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
513,116442,74,73,2,4,1,3,13,22,10,23,'F','Needs to participate more in class',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--','Poor test scores--','Poor class attendance--','','Incomplete work--','',0
514,149471,82,88,2,1,3,1,0,0,0,0,'F','','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--IXL',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
515,159168,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'','',"'Demonstrates above average ability, motivation and attitude in this class--'",0
516,144787,84,83,2,1,2,2,0,0,4,0,'F','','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--IXL',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
517,123031,72,67,2,3,0,0,8,23,3,10,'M','','','','','','',,,0
518,118162,77,81,2,3,2,2,8,0,0,0,'M','Incomplete homework--','Poor test scores--','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',0
519,117438,83,80,4,4,4,4,1,0,2,5,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
520,160403,0,0,0,0,0,0,0,0,0,0,'M','','Samir brought this average when he came to our class towards the end of MP 2.','','','','','',,0
521,158602,0,0,0,0,0,0,0,0,0,0,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
522,151504,82,84,2,2,1,1,11,3,9,4,'F','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0
523,117614,80,81,4,4,1,4,0,0,1,3,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
524,126594,76,79,4,4,4,4,1,0,0,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
525,131229,80,83,3,4,2,4,4,0,3,0,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Conscientious about classroom responsibilities--',0
526,118967,74,77,2,4,3,4,7,0,2,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
527,122561,0,0,1,1,1,1,19,11,0,0,'M','','','','','','',,,0
528,118190,76,82,4,5,4,5,13,53,15,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','Poor test scores--',0
529,115469,67,70,2,2,2,1,3,1,9,3,'M','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Unprepared for class--','Poor test scores--','','Incomplete work--','',0
530,117516,76,79,2,3,1,5,12,0,13,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
531,139954,78,0,3,4,0,0,2,5,1,7,'F','','','','','','','','',0
532,115803,75,76,2,4,2,4,9,2,6,4,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',0
533,117508,77,80,3,5,4,4,9,9,6,16,'M','Can do better','','Inattentiveness in class--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',0
534,118090,80,82,3,4,4,4,14,7,11,16,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Can do better','Needs to participate more in class','','Conscientious about classroom responsibilities--','Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'",0
535,135115,70,81,2,2,4,3,2,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
536,135017,77,80,2,1,0,0,9,4,6,15,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Inattentiveness in class--',0
537,118105,78,80,3,4,3,3,5,5,4,4,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--','','','','','Poor class attendance-- 22 days',0
538,118989,75,78,1,2,1,2,8,0,8,2,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Inattentiveness in class--','Poor test scores--','','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
539,118779,71,85,2,4,2,1,15,2,4,2,'F','Needs to participate more in class',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'",0
540,118282,78,79,2,4,3,4,9,9,8,19,'F','Demonstrates outstanding effort--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Alissa needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Alissa to jmoreno@ucboe.us.-- Alissa necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Alissa a jmoreno@ucboe.us.','',0
